樣區編號,樣點代號,縣市,樣區名稱,樣區樣點編號,X.67,Y.67,X.97,Y.97,X_經度(度分秒),Y_緯度(度分秒),X_經度,Y_緯度,備註,環境特徵描述
A04-24,10,台北市,南港,A04-24-10,310869,2769556,310869,2769546,"121°36'11.43""","25°01'58.08""",121.60317,25.03280,,
A04-25,1,台北市,仙跡岩,A04-25-01,304929,2764853,304929,2764843,"121°32'38.86""","24°59'26.04""",121.54413,24.99057,,
A04-25,2,台北市,仙跡岩,A04-25-02,305122,2765004,305121,2764995,"121°32'45.76""","24°59'30.96""",121.54604,24.99193,,
A04-25,3,台北市,仙跡岩,A04-25-03,305355,2765065,305354,2765055,"121°32'54.05""","24°59'32.88""",121.54835,24.99247,,
A04-25,4,台北市,仙跡岩,A04-25-04,305571,2765210,305571,2765200,"121°33'01.80""","24°59'37.56""",121.55050,24.99377,,
A04-25,5,台北市,仙跡岩,A04-25-05,305773,2765166,305773,2765157,"121°33'09.00""","24°59'36.14""",121.55250,24.99337,,
A04-25,6,台北市,仙跡岩,A04-25-06,305976,2764955,305976,2764945,"121°33'16.21""","24°59'29.22""",121.55450,24.99145,,
A04-25,7,台北市,仙跡岩,A04-25-07,306007,2764728,306007,2764718,"121°33'17.28""","24°59'21.84""",121.55480,24.98940,,
A04-26,1,台北市,木柵貓空,A04-26-01,308951,2763219,308951,2763210,"121°35'02.03""","24°58'32.43""",121.58390,24.97567,,
A04-26,2,台北市,木柵貓空,A04-26-02,309067,2763053,309067,2763044,"121°35'06.14""","24°58'27.02""",121.58504,24.97417,,
A04-26,3,台北市,木柵貓空,A04-26-03,309258,2762846,309258,2762836,"121°35'12.92""","24°58'20.26""",121.58692,24.97229,,
A04-26,4,台北市,木柵貓空,A04-26-04,309434,2762236,309434,2762227,"121°35'19.10""","24°58'00.41""",121.58864,24.96678,,
A04-26,5,台北市,木柵貓空,A04-26-05,309429,2762039,309429,2762030,"121°35'18.90""","24°57'54.01""",121.58858,24.96500,,
A04-26,6,台北市,木柵貓空,A04-26-06,309653,2761984,309653,2761974,"121°35'26.87""","24°57'52.16""",121.59080,24.96449,,
A04-26,7,台北市,木柵貓空,A04-26-07,309862,2761898,309862,2761889,"121°35'34.31""","24°57'49.36""",121.59286,24.96371,,
A04-27,1,台北市,天母市區,A04-27-01,303695,2779054,303695,2779044,"121°31'56.85""","25°07'07.74""",121.53246,25.11882,,
A04-27,2,台北市,天母市區,A04-27-02,303061,2778355,303061,2778345,"121°31'34.12""","25°06'45.10""",121.52614,25.11253,,
A04-27,3,台北市,天母市區,A04-27-03,303055,2778941,303055,2778931,"121°31'33.99""","25°07'04.15""",121.52611,25.11782,,
A04-27,4,台北市,天母市區,A04-27-04,303101,2779582,303101,2779573,"121°31'35.72""","25°07'24.98""",121.52659,25.12361,,
A04-27,5,台北市,天母市區,A04-27-05,303449,2779659,303449,2779649,"121°31'48.15""","25°07'27.44""",121.53004,25.12429,,
A04-27,6,台北市,天母市區,A04-27-06,303590,2780292,303589,2780282,"121°31'53.24""","25°07'47.99""",121.53146,25.13000,,
A04-27,7,台北市,天母市區,A04-27-07,303595,2779964,303595,2779954,"121°31'53.40""","25°07'37.33""",121.53150,25.12704,,
A04-27,8,台北市,天母市區,A04-27-08,303790,2779487,303790,2779478,"121°32'00.33""","25°07'21.84""",121.53342,25.12273,,
A04-27,9,台北市,天母市區,A04-27-09,303852,2779194,303852,2779184,"121°32'02.47""","25°07'12.30""",121.53402,25.12008,,
A04-27,10,台北市,天母市區,A04-27-10,303946,2778521,303945,2778511,"121°32'05.71""","25°06'50.41""",121.53492,25.11400,,
A04-28,1,台北市,大安森林公園,A04-28-01,304312,2769098,304312,2769089,"121°32'17.46""","25°01'44.12""",121.53818,25.02892,,
A04-28,2,台北市,大安森林公園,A04-28-02,304616,2769040,304616,2769030,"121°32'28.29""","25°01'42.16""",121.54119,25.02838,,
A04-28,3,台北市,大安森林公園,A04-28-03,304824,2768755,304824,2768745,"121°32'35.67""","25°01'32.87""",121.54324,25.02580,,
A04-28,4,台北市,大安森林公園,A04-28-04,305034,2768812,305033,2768803,"121°32'43.17""","25°01'34.73""",121.54532,25.02631,,
A04-28,5,台北市,大安森林公園,A04-28-05,305113,2769157,305113,2769147,"121°32'46.04""","25°01'45.90""",121.54612,25.02942,,
A04-28,6,台北市,大安森林公園,A04-28-06,305367,2769316,305366,2769307,"121°32'55.09""","25°01'51.07""",121.54864,25.03085,,
A04-28,7,台北市,大安森林公園,A04-28-07,304836,2769347,304835,2769338,"121°32'36.15""","25°01'52.14""",121.54338,25.03115,,
A04-28,8,台北市,大安森林公園,A04-28-08,304441,2769354,304441,2769344,"121°32'22.10""","25°01'52.39""",121.53947,25.03122,,
A04-28,9,台北市,大安森林公園,A04-28-09,303972,2769331,303972,2769321,"121°32'05.36""","25°01'51.70""",121.53482,25.03103,,
A04-28,10,台北市,大安森林公園,A04-28-10,304121,2768957,304120,2768947,"121°32'10.59""","25°01'39.53""",121.53628,25.02765,,
A04-29,1,新北市,豬肚山步道,A04-29-01,301318,2763162,301317,2763152,"121°30'29.84""","24°58'31.55""",121.50829,24.97543,,
A04-29,2,新北市,豬肚山步道,A04-29-02,301283,2762931,301283,2762922,"121°30'28.60""","24°58'24.07""",121.50794,24.97335,,
A04-29,3,新北市,豬肚山步道,A04-29-03,301412,2762763,301412,2762754,"121°30'33.14""","24°58'18.60""",121.50921,24.97183,,
A04-29,4,新北市,豬肚山步道,A04-29-04,301562,2762599,301562,2762589,"121°30'38.47""","24°58'13.22""",121.51069,24.97034,,
A04-29,5,新北市,豬肚山步道,A04-29-05,301649,2762398,301648,2762388,"121°30'41.55""","24°58'06.67""",121.51154,24.96852,,
A04-29,6,新北市,豬肚山步道,A04-29-06,301734,2762198,301734,2762188,"121°30'44.57""","24°58'00.16""",121.51238,24.96671,,
A04-29,7,新北市,豬肚山步道,A04-29-07,301942,2762111,301941,2762101,"121°30'51.96""","24°57'57.31""",121.51443,24.96592,,
A04-30,1,台北市,水尾潭(內溝溪),A04-30-01,311995,2776653,311995,2776644,"121°36'52.74""","25°05'48.60""",121.61465,25.09683,,
A04-30,2,台北市,水尾潭(內溝溪),A04-30-02,312303,2776397,312303,2776387,"121°37'03.69""","25°05'40.20""",121.61769,25.09450,,
A04-30,3,台北市,水尾潭(內溝溪),A04-30-03,312599,2776087,312599,2776077,"121°37'14.21""","25°05'30.08""",121.62061,25.09169,,
A04-30,4,台北市,水尾潭(內溝溪),A04-30-04,312716,2776481,312716,2776471,"121°37'18.45""","25°05'42.87""",121.62179,25.09524,,
A04-30,5,台北市,水尾潭(內溝溪),A04-30-05,312789,2775618,312788,2775608,"121°37'20.88""","25°05'14.81""",121.62247,25.08745,,
A04-30,6,台北市,水尾潭(內溝溪),A04-30-06,313027,2775517,313027,2775508,"121°37'29.39""","25°05'11.52""",121.62483,25.08653,,
A04-30,7,台北市,水尾潭(內溝溪),A04-30-07,313001,2775313,313001,2775304,"121°37'28.43""","25°05'04.89""",121.62456,25.08469,,
A04-30,8,台北市,水尾潭(內溝溪),A04-30-08,312967,2774939,312967,2774929,"121°37'27.15""","25°04'52.71""",121.62421,25.08131,,
A04-30,9,台北市,水尾潭(內溝溪),A04-30-09,312933,2774541,312933,2774531,"121°37'25.87""","25°04'39.78""",121.62385,25.07772,,
A04-31,1,新北市,十四張,A04-31-01,303705,2764285,303705,2764276,"121°31'55.13""","24°59'07.77""",121.53198,24.98549,,
A04-31,2,新北市,十四張,A04-31-02,303440,2764284,303439,2764275,"121°31'45.65""","24°59'07.77""",121.52935,24.98549,,
A04-31,3,新北市,十四張,A04-31-03,303649,2764106,303649,2764096,"121°31'53.11""","24°59'01.93""",121.53142,24.98387,,
A04-31,4,新北市,十四張,A04-31-04,303783,2763895,303783,2763885,"121°31'57.86""","24°58'55.06""",121.53274,24.98196,,
A04-31,5,新北市,十四張,A04-31-05,303475,2763964,303475,2763955,"121°31'46.89""","24°58'57.37""",121.52969,24.98260,,
A04-31,6,新北市,十四張,A04-31-06,303195,2763782,303195,2763772,"121°31'36.88""","24°58'51.46""",121.52691,24.98096,,
A04-31,7,新北市,十四張,A04-31-07,303187,2763602,303187,2763592,"121°31'36.57""","24°58'45.64""",121.52682,24.97934,,
A04-31,8,新北市,十四張,A04-31-08,302999,2763661,302999,2763652,"121°31'29.87""","24°58'47.58""",121.52496,24.97988,,
A04-31,9,新北市,十四張,A04-31-09,303326,2763357,303326,2763347,"121°31'41.49""","24°58'37.63""",121.52819,24.97712,,
A04-31,10,新北市,十四張,A04-31-10,303552,2763217,303552,2763207,"121°31'49.53""","24°58'33.05""",121.53042,24.97585,,
A04-32,1,基隆市,瑪陵坑,A04-32-01,319462,2778221,319462,2778212,"121°41'19.53""","25°06'38.37""",121.68876,25.11066,,
A04-32,2,基隆市,瑪陵坑,A04-32-02,319209,2778296,319209,2778287,"121°41'10.51""","25°06'40.85""",121.68625,25.11135,,
A04-32,3,基隆市,瑪陵坑,A04-32-03,318663,2778774,318663,2778765,"121°40'51.10""","25°06'56.47""",121.68086,25.11569,,
A04-32,4,基隆市,瑪陵坑,A04-32-04,318666,2779386,318666,2779376,"121°40'51.32""","25°07'16.36""",121.68092,25.12121,,
A04-32,5,基隆市,瑪陵坑,A04-32-05,318536,2779740,318536,2779730,"121°40'46.75""","25°07'27.89""",121.67965,25.12441,,
A04-32,6,基隆市,瑪陵坑,A04-32-06,317943,2780695,317943,2780685,"121°40'25.75""","25°07'59.02""",121.67382,25.13306,,
A04-33,1,基隆市,新山水庫,A04-33-01,321582,2779798,321582,2779788,"121°42'35.50""","25°07'29.24""",121.70986,25.12479,,
A04-33,2,基隆市,新山水庫,A04-33-02,321844,2779413,321844,2779404,"121°42'44.78""","25°07'16.72""",121.71244,25.12131,,
A04-33,3,基隆市,新山水庫,A04-33-03,321647,2778856,321646,2778847,"121°42'37.61""","25°06'58.65""",121.71045,25.11629,,
A04-33,4,基隆市,新山水庫,A04-33-04,321873,2778522,321873,2778512,"121°42'45.64""","25°06'47.73""",121.71268,25.11326,,
A04-33,5,基隆市,新山水庫,A04-33-05,321788,2777812,321788,2777803,"121°42'42.48""","25°06'24.70""",121.71180,25.10686,,
A04-33,6,基隆市,新山水庫,A04-33-06,321911,2777139,321911,2777129,"121°42'46.74""","25°06'02.78""",121.71298,25.10077,,
A04-34,2,台北市,台大校園,A04-34-02,303863,2767721,303863,2767711,"121°32'01.25""","25°00'59.39""",121.53368,25.01650,,
A04-34,3,台北市,台大校園,A04-34-03,304170,2767797,304169,2767788,"121°32'12.21""","25°01'01.86""",121.53672,25.01718,,
A04-34,4,台北市,台大校園,A04-34-04,304332,2767802,304332,2767793,"121°32'17.99""","25°01'02.00""",121.53833,25.01722,,
A04-34,5,台北市,台大校園,A04-34-05,304716,2767936,304716,2767926,"121°32'31.70""","25°01'06.27""",121.54214,25.01841,,
A04-34,6,台北市,台大校園,A04-34-06,304888,2768097,304888,2768087,"121°32'37.86""","25°01'11.51""",121.54385,25.01986,,
A04-34,7,台北市,台大校園,A04-34-07,304508,2768056,304508,2768046,"121°32'24.30""","25°01'10.20""",121.54008,25.01950,,
A04-34,8,台北市,台大校園,A04-34-08,304216,2768210,304216,2768200,"121°32'13.91""","25°01'15.24""",121.53720,25.02090,,
A04-34,9,台北市,台大校園,A04-34-09,304502,2767697,304502,2767687,"121°32'24.03""","25°00'58.52""",121.54001,25.01626,,
A04-35,1,台北市,金龍禪寺,A04-35-01,308378,2777618,308378,2777608,"121°34'43.80""","25°06'20.44""",121.57883,25.10568,,
A04-35,2,台北市,金龍禪寺,A04-35-02,308226,2777590,308225,2777581,"121°34'38.37""","25°06'19.59""",121.57732,25.10544,,
A04-35,3,台北市,金龍禪寺,A04-35-03,308088,2777429,308088,2777420,"121°34'33.42""","25°06'14.37""",121.57595,25.10399,,
A04-35,4,台北市,金龍禪寺,A04-35-04,307939,2777262,307938,2777253,"121°34'28.04""","25°06'08.97""",121.57446,25.10249,,
A04-35,5,台北市,金龍禪寺,A04-35-05,307785,2777222,307785,2777212,"121°34'22.57""","25°06'07.66""",121.57294,25.10213,,
A04-35,6,台北市,金龍禪寺,A04-35-06,307609,2777095,307608,2777085,"121°34'16.23""","25°06'03.55""",121.57118,25.10099,,
A04-35,7,台北市,金龍禪寺,A04-35-07,307455,2776958,307455,2776948,"121°34'10.75""","25°05'59.15""",121.56965,25.09976,,
A04-35,8,台北市,金龍禪寺,A04-35-08,307279,2776895,307278,2776886,"121°34'04.43""","25°05'57.13""",121.56790,25.09920,,
A04-35,9,台北市,金龍禪寺,A04-35-09,307124,2776787,307123,2776778,"121°33'58.91""","25°05'53.64""",121.56636,25.09823,,
A04-35,10,台北市,金龍禪寺,A04-35-10,306958,2776732,306958,2776723,"121°33'52.98""","25°05'51.88""",121.56472,25.09774,,
A04-36,1,台北市,大崙尾山,A04-36-01,307335,2777664,307335,2777655,"121°34'06.58""","25°06'22.11""",121.56849,25.10614,,
A04-36,2,台北市,大崙尾山,A04-36-02,307219,2777532,307219,2777522,"121°34'02.42""","25°06'17.81""",121.56734,25.10495,,
A04-36,4,台北市,大崙尾山,A04-36-04,307491,2777457,307491,2777447,"121°34'12.12""","25°06'15.34""",121.57003,25.10426,,
A04-36,5,台北市,大崙尾山,A04-36-05,307638,2777567,307638,2777557,"121°34'17.38""","25°06'18.89""",121.57149,25.10525,,
A04-36,8,台北市,大崙尾山,A04-36-08,308013,2777638,308012,2777629,"121°34'30.77""","25°06'21.15""",121.57521,25.10588,,
A04-36,11,台北市,大崙尾山,A04-36-11,307409,2777275,307409,2777265,"121°34'09.14""","25°06'09.42""",121.56921,25.10262,,
A04-36,12,台北市,大崙尾山,A04-36-12,307823,2777677,307823,2777668,"121°34'24.00""","25°06'22.45""",121.57333,25.10624,,
A04-37,1,新北市,蹧坑,A04-37-01,301396,2790330,301396,2790321,"121°30'36.30""","25°13'14.53""",121.51008,25.22070,,
A04-37,2,新北市,蹧坑,A04-37-02,301013,2790651,301012,2790641,"121°30'22.63""","25°13'25.01""",121.50629,25.22361,,
A04-37,3,新北市,蹧坑,A04-37-03,300764,2790841,300764,2790831,"121°30'13.79""","25°13'31.19""",121.50383,25.22533,,
A04-37,4,新北市,蹧坑,A04-37-04,300487,2791089,300487,2791079,"121°30'03.93""","25°13'39.28""",121.50109,25.22758,,
A04-37,5,新北市,蹧坑,A04-37-05,300298,2791193,300298,2791184,"121°29'57.19""","25°13'42.72""",121.49922,25.22853,,
A04-37,6,新北市,蹧坑,A04-37-06,300042,2791380,300041,2791370,"121°29'48.03""","25°13'48.79""",121.49668,25.23022,,
A04-37,7,新北市,蹧坑,A04-37-07,299873,2791702,299873,2791693,"121°29'42.07""","25°13'59.31""",121.49502,25.23314,,
A04-37,8,新北市,蹧坑,A04-37-08,299729,2791887,299729,2791877,"121°29'36.95""","25°14'05.31""",121.49360,25.23481,,
A04-37,9,新北市,蹧坑,A04-37-09,299533,2792191,299533,2792181,"121°29'29.99""","25°14'15.21""",121.49166,25.23756,,
A04-37,10,新北市,蹧坑,A04-37-10,298863,2792784,298863,2792775,"121°29'06.12""","25°14'34.59""",121.48503,25.24294,,
A04-38,1,新北市,大尖山,A04-38-01,316975,2771715,316975,2771706,"121°39'49.62""","25°03'07.36""",121.66378,25.05204,,
A04-38,2,新北市,大尖山,A04-38-02,317167,2771691,317167,2771681,"121°39'56.43""","25°03'06.50""",121.66568,25.05181,,
A04-38,3,新北市,大尖山,A04-38-03,317276,2771401,317276,2771392,"121°40'00.29""","25°02'57.07""",121.66675,25.04919,,
A04-38,4,新北市,大尖山,A04-38-04,317562,2771278,317562,2771268,"121°40'10.47""","25°02'53.01""",121.66958,25.04806,,
A04-38,5,新北市,大尖山,A04-38-05,317403,2771140,317402,2771131,"121°40'04.75""","25°02'48.60""",121.66799,25.04683,,
A04-38,6,新北市,大尖山,A04-38-06,317590,2770985,317590,2770976,"121°40'11.43""","25°02'43.52""",121.66984,25.04542,,
A04-38,7,新北市,大尖山,A04-38-07,317749,2770768,317748,2770758,"121°40'17.03""","25°02'36.41""",121.67140,25.04345,,
A04-38,8,新北市,大尖山,A04-38-08,317909,2770607,317909,2770597,"121°40'22.71""","25°02'31.15""",121.67298,25.04199,,
A04-39,1,新北市,坪林漁光,A04-39-01,324428,2760895,324428,2760886,"121°44'13.42""","24°57'14.45""",121.73706,24.95401,,
A04-39,2,新北市,坪林漁光,A04-39-02,324420,2761104,324420,2761095,"121°44'13.17""","24°57'21.24""",121.73699,24.95590,,
A04-39,4,新北市,坪林漁光,A04-39-04,324308,2761353,324308,2761344,"121°44'09.23""","24°57'29.35""",121.73590,24.95815,,
A04-39,5,新北市,坪林漁光,A04-39-05,323893,2761709,323892,2761699,"121°43'54.47""","24°57'40.96""",121.73180,24.96138,,
A04-39,6,新北市,坪林漁光,A04-39-06,323687,2761780,323687,2761770,"121°43'47.17""","24°57'43.31""",121.72977,24.96203,,
A04-39,7,新北市,坪林漁光,A04-39-07,323497,2761858,323497,2761849,"121°43'40.41""","24°57'45.91""",121.72789,24.96275,,
A04-39,8,新北市,坪林漁光,A04-39-08,323502,2762146,323502,2762137,"121°43'40.65""","24°57'55.27""",121.72796,24.96535,,
A04-39,10,新北市,坪林漁光,A04-39-10,323312,2762459,323312,2762449,"121°43'33.93""","24°58'05.44""",121.72609,24.96818,,
A04-41,1,新北市,新店直潭,A04-41-01,304318,2758803,304318,2758793,"121°32'16.22""","24°56'09.49""",121.53784,24.93597,,
A04-41,2,新北市,新店直潭,A04-41-02,304213,2758572,304213,2758562,"121°32'12.44""","24°56'02.00""",121.53679,24.93389,,
A04-41,3,新北市,新店直潭,A04-41-03,304084,2758732,304084,2758722,"121°32'07.86""","24°56'07.21""",121.53552,24.93534,,
A04-41,4,新北市,新店直潭,A04-41-04,304011,2758914,304011,2758905,"121°32'05.29""","24°56'13.17""",121.53480,24.93699,,
A04-41,5,新北市,新店直潭,A04-41-05,303828,2759075,303828,2759066,"121°31'58.79""","24°56'18.43""",121.53300,24.93845,,
A04-41,6,新北市,新店直潭,A04-41-06,303651,2758726,303651,2758716,"121°31'52.43""","24°56'07.07""",121.53123,24.93530,,
A04-41,7,新北市,新店直潭,A04-41-07,303793,2758552,303793,2758543,"121°31'57.47""","24°56'01.43""",121.53263,24.93373,,
A04-41,8,新北市,新店直潭,A04-41-08,303867,2758344,303867,2758335,"121°32'00.07""","24°55'54.66""",121.53335,24.93185,,
A04-41,9,新北市,新店直潭,A04-41-09,303934,2758177,303934,2758168,"121°32'02.44""","24°55'49.23""",121.53401,24.93034,,
A04-41,10,新北市,新店直潭,A04-41-10,303940,2757967,303940,2757957,"121°32'02.62""","24°55'42.37""",121.53406,24.92844,,
A04-43,1,台北市,台北市中正紀念公園,A04-43-01,303574,2770230,303574,2770220,"121°31'51.26""","25°02'20.97""",121.53091,25.03916,,
A04-43,2,台北市,台北市中正紀念公園,A04-43-02,303733,2770466,303733,2770457,"121°31'57.00""","25°02'28.64""",121.53250,25.04129,,
A04-43,3,台北市,台北市中正紀念公園,A04-43-03,303306,2770508,303306,2770498,"121°31'41.76""","25°02'30.06""",121.52827,25.04168,,
A04-43,4,台北市,台北市中正紀念公園,A04-43-04,302839,2770468,302839,2770459,"121°31'25.09""","25°02'28.84""",121.52364,25.04134,,
A04-43,5,台北市,台北市中正紀念公園,A04-43-05,302743,2770064,302743,2770054,"121°31'21.60""","25°02'15.67""",121.52267,25.03769,,
A04-43,6,台北市,台北市中正紀念公園,A04-43-06,302692,2769848,302692,2769839,"121°31'19.79""","25°02'08.70""",121.52216,25.03575,,
A04-43,7,台北市,台北市中正紀念公園,A04-43-07,302516,2769944,302516,2769935,"121°31'13.50""","25°02'11.83""",121.52042,25.03662,,
A04-43,8,台北市,台北市中正紀念公園,A04-43-08,302400,2769731,302400,2769721,"121°31'09.32""","25°02'04.91""",121.51926,25.03470,,
A04-43,9,台北市,台北市中正紀念公園,A04-43-09,302638,2769592,302638,2769583,"121°31'17.78""","25°02'00.38""",121.52161,25.03344,,
A04-43,10,台北市,台北市中正紀念公園,A04-43-10,302791,2769717,302790,2769707,"121°31'23.28""","25°02'04.43""",121.52313,25.03456,,
A04-44,1,台北市,一壽橋河濱,A04-44-01,306278,2763556,306278,2763546,"121°33'26.80""","24°58'43.70""",121.55744,24.97881,,
A04-44,2,台北市,一壽橋河濱,A04-44-02,306429,2763719,306429,2763710,"121°33'32.20""","24°58'49.00""",121.55894,24.98028,,
A04-44,3,台北市,一壽橋河濱,A04-44-03,306682,2763683,306682,2763673,"121°33'41.20""","24°58'47.80""",121.56144,24.97994,,
A04-44,4,台北市,一壽橋河濱,A04-44-04,306908,2763798,306908,2763788,"121°33'49.30""","24°58'51.50""",121.56369,24.98097,,
A04-44,5,台北市,一壽橋河濱,A04-44-05,307127,2763848,307127,2763839,"121°33'57.10""","24°58'53.10""",121.56586,24.98142,,
A04-44,6,台北市,一壽橋河濱,A04-44-06,307350,2763815,307349,2763805,"121°34'05.00""","24°58'52.00""",121.56806,24.98111,,
A04-44,7,台北市,一壽橋河濱,A04-44-07,307570,2763921,307570,2763911,"121°34'12.90""","24°58'55.40""",121.57025,24.98206,,
A04-44,8,台北市,一壽橋河濱,A04-44-08,307734,2764358,307734,2764349,"121°34'18.80""","24°59'09.60""",121.57189,24.98600,,
A04-45,1,台北市,道南橋河濱,A04-45-01,307736,2764555,307736,2764546,"121°34'18.90""","24°59'16.00""",121.57192,24.98778,,
A04-45,2,台北市,道南橋河濱,A04-45-02,307771,2764903,307771,2764894,"121°34'20.20""","24°59'27.30""",121.57228,24.99092,,
A04-45,3,台北市,道南橋河濱,A04-45-03,307792,2765143,307792,2765133,"121°34'21.00""","24°59'35.10""",121.57250,24.99308,,
A04-45,4,台北市,道南橋河濱,A04-45-04,307861,2765383,307861,2765374,"121°34'23.50""","24°59'42.90""",121.57319,24.99525,,
A04-45,5,台北市,道南橋河濱,A04-45-05,308065,2765557,308065,2765547,"121°34'30.80""","24°59'48.50""",121.57522,24.99681,,
A04-45,6,台北市,道南橋河濱,A04-45-06,308162,2765760,308162,2765751,"121°34'34.30""","24°59'55.10""",121.57619,24.99864,,
A04-45,7,台北市,道南橋河濱,A04-45-07,308381,2765850,308381,2765840,"121°34'42.10""","24°59'58.00""",121.57836,24.99944,,
A04-45,8,台北市,道南橋河濱,A04-45-08,308622,2765848,308622,2765839,"121°34'50.70""","24°59'57.90""",121.58075,24.99942,,
A04-46,1,台北市,木柵樟山寺,A04-46-01,308185,2762579,308184,2762569,"121°34'34.60""","24°58'11.70""",121.57628,24.96992,,
A04-46,2,台北市,木柵樟山寺,A04-46-02,308154,2762397,308154,2762388,"121°34'33.50""","24°58'05.80""",121.57597,24.96828,,
A04-46,3,台北市,木柵樟山寺,A04-46-03,308306,2762376,308306,2762366,"121°34'38.90""","24°58'05.10""",121.57747,24.96808,,
A04-46,4,台北市,木柵樟山寺,A04-46-04,308440,2762610,308440,2762600,"121°34'43.70""","24°58'12.70""",121.57881,24.97019,,
A04-46,5,台北市,木柵樟山寺,A04-46-05,308563,2762731,308562,2762722,"121°34'48.10""","24°58'16.60""",121.58003,24.97128,,
A04-46,6,台北市,木柵樟山寺,A04-46-06,308500,2762949,308500,2762940,"121°34'45.90""","24°58'23.70""",121.57942,24.97325,,
A04-47,1,新北市,汐止白雲社區,A04-47-01,316105,2772276,316105,2772267,"121°39'18.70""","25°03'25.70""",121.65519,25.05714,,
A04-47,2,新北市,汐止白雲社區,A04-47-02,316283,2772130,316282,2772120,"121°39'25.00""","25°03'20.90""",121.65694,25.05581,,
A04-47,3,新北市,汐止白雲社區,A04-47-03,316373,2771957,316373,2771948,"121°39'28.20""","25°03'15.30""",121.65783,25.05425,,
A04-47,4,新北市,汐止白雲社區,A04-47-04,316406,2771755,316405,2771745,"121°39'29.30""","25°03'08.70""",121.65814,25.05242,,
A04-47,5,新北市,汐止白雲社區,A04-47-05,316516,2771522,316515,2771512,"121°39'33.20""","25°03'01.10""",121.65922,25.05031,,
A04-47,6,新北市,汐止白雲社區,A04-47-06,316506,2771309,316505,2771299,"121°39'32.80""","25°02'54.20""",121.65911,25.04839,,
A04-47,7,新北市,汐止白雲社區,A04-47-07,316481,2771099,316481,2771090,"121°39'31.90""","25°02'47.40""",121.65886,25.04650,,
A04-47,8,新北市,汐止白雲社區,A04-47-08,316580,2770891,316580,2770881,"121°39'35.40""","25°02'40.60""",121.65983,25.04461,,
A04-48,1,新北市,淡水下圭柔山,A04-48-01,294964,2788666,294963,2788656,"121°26'46.27""","25°12'21.17""",121.44619,25.20588,,
A04-48,2,新北市,淡水下圭柔山,A04-48-02,294685,2788647,294685,2788637,"121°26'36.34""","25°12'20.58""",121.44343,25.20572,,
A04-48,3,新北市,淡水下圭柔山,A04-48-03,294321,2788577,294321,2788568,"121°26'23.33""","25°12'18.37""",121.43981,25.20510,,
A04-48,4,新北市,淡水下圭柔山,A04-48-04,294055,2788807,294055,2788797,"121°26'13.86""","25°12'25.84""",121.43718,25.20718,,
A04-48,5,新北市,淡水下圭柔山,A04-48-05,294559,2788879,294559,2788870,"121°26'31.86""","25°12'28.16""",121.44218,25.20782,,
A04-48,6,新北市,淡水下圭柔山,A04-48-06,294806,2789511,294805,2789502,"121°26'40.74""","25°12'48.67""",121.44465,25.21352,"2017調整(原121°26'43.58"" 25°12'47.76"")",
A04-48,8,新北市,淡水下圭柔山,A04-48-08,294527,2789269,294527,2789259,"121°26'30.77""","25°12'40.84""",121.44188,25.21134,,
A04-48,9,新北市,淡水下圭柔山,A04-48-09,294234,2789312,294234,2789303,"121°26'20.30""","25°12'42.27""",121.43897,25.21174,,
A04-48,10,新北市,淡水下圭柔山,A04-48-10,293903,2789444,293903,2789435,"121°26'08.49""","25°12'46.60""",121.43569,25.21294,,
A04-48,11,新北市,淡水下圭柔山,A04-48-11,294041,2789121,294041,2789112,"121°26'13.39""","25°12'36.08""",121.43705,25.21002,,
A04-49,1,新北市,四崁水,A04-49-01,307503,2753976,307503,2753967,"121°34'09.01""","24°53'32.21""",121.56917,24.89228,,
A04-49,2,新北市,四崁水,A04-49-02,307431,2754211,307431,2754201,"121°34'06.51""","24°53'39.85""",121.56847,24.89440,,
A04-49,3,新北市,四崁水,A04-49-03,307269,2754336,307269,2754327,"121°34'00.73""","24°53'43.93""",121.56687,24.89554,,
A04-49,4,新北市,四崁水,A04-49-04,307109,2754512,307108,2754502,"121°33'55.03""","24°53'49.66""",121.56529,24.89713,,
A04-49,5,新北市,四崁水,A04-49-05,307374,2754529,307374,2754520,"121°34'04.53""","24°53'50.20""",121.56792,24.89728,,
A04-49,6,新北市,四崁水,A04-49-06,307309,2754753,307308,2754743,"121°34'02.21""","24°53'57.48""",121.56728,24.89930,,
A04-49,7,新北市,四崁水,A04-49-07,307135,2754965,307135,2754955,"121°33'56.05""","24°54'04.40""",121.56557,24.90122,,
A04-49,8,新北市,四崁水,A04-49-08,306778,2755002,306778,2754993,"121°33'43.33""","24°54'05.64""",121.56204,24.90157,,
A04-49,9,新北市,四崁水,A04-49-09,306547,2755208,306547,2755199,"121°33'35.14""","24°54'12.39""",121.55976,24.90344,,
A04-49,10,新北市,四崁水,A04-49-10,306242,2755334,306242,2755325,"121°33'24.30""","24°54'16.53""",121.55675,24.90459,,
A04-50,1,新北市,青潭溪,A04-50-01,305256,2760519,305256,2760509,"121°32'49.88""","24°57'05.14""",121.54719,24.95143,,
A04-50,2,新北市,青潭溪,A04-50-02,305431,2760377,305431,2760367,"121°32'56.11""","24°57'00.51""",121.54892,24.95014,,
A04-50,3,新北市,青潭溪,A04-50-03,305605,2760604,305605,2760595,"121°33'02.34""","24°57'07.87""",121.55065,24.95219,,
